FARS_ID,YEAR,MONTH,DAY,HOUR,MINUTE,STATE,CITY,LATITUDE,LONGITUDE,SEVERITY,FATALITIES,INJURIES,NUM_VEHICLES,WEATHER,ROAD_SURFACE
FARS_2023_000000,2023,12,7,1,51,CA,Los Angeles,33.890197,-118.394206,Serious Injury,5,0,4,Snow,Dry
FARS_2023_000001,2023,4,25,7,14,CA,Los Angeles,33.703105,-118.374237,Serious Injury,0,0,4,Fog,Snow/Ice
FARS_2023_000002,2023,8,17,15,36,CA,Los Angeles,34.027737,-118.2585,Fatal,0,5,2,Fog,Dry
FARS_2023_000003,2023,6,2,4,35,CA,Los Angeles,33.941523,-118.09656,No Injury,0,2,4,Snow,Wet
FARS_2023_000004,2023,8,3,18,12,CA,Los Angeles,34.018561,-117.957828,No Injury,0,7,4,Snow,Snow/Ice
FARS_2023_000005,2023,10,21,17,43,CA,Los Angeles,34.014217,-118.475628,No Injury,0,6,1,Clear,Gravel
FARS_2023_000006,2023,10,17,9,36,CA,Los Angeles,34.092035,-117.999355,No Injury,0,2,3,Rain,Gravel
FARS_2023_000007,2023,4,29,3,33,CA,Los Angeles,33.760017,-118.197905,Serious Injury,0,5,4,Snow,Dry
FARS_2023_000008,2023,2,13,9,46,CA,Los Angeles,33.75882,-118.410157,Serious Injury,0,0,2,Snow,Gravel
FARS_2023_000009,2023,12,10,3,36,CA,Los Angeles,33.713777,-118.284328,Fatal,0,1,4,Fog,Wet
FARS_2023_000010,2023,3,20,14,55,CA,Los Angeles,33.742028,-117.962995,Serious Injury,0,1,2,Fog,Snow/Ice
FARS_2023_000011,2023,1,25,13,48,CA,Los Angeles,34.073609,-117.962497,No Injury,0,1,1,Clear,Wet
FARS_2023_000012,2023,3,9,11,6,CA,Los Angeles,33.859617,-117.973435,Other Injury,0,8,3,Rain,Wet
FARS_2023_000013,2023,6,11,22,13,CA,Los Angeles,33.962166,-118.292691,Fatal,4,9,3,Wind,Dry
FARS_2023_000014,2023,10,1,2,47,CA,Los Angeles,33.941594,-118.122087,Other Injury,0,2,3,Fog,Gravel
FARS_2023_000015,2023,11,21,6,40,CA,Los Angeles,33.842316,-117.923368,Other Injury,0,1,2,Snow,Gravel
FARS_2023_000016,2023,3,25,1,36,CA,Los Angeles,34.070406,-118.012788,Other Injury,0,10,3,Rain,Dry
FARS_2023_000017,2023,2,4,13,31,CA,Los Angeles,33.845183,-118.499135,Fatal,0,6,2,Rain,Wet
FARS_2023_000018,2023,4,23,0,54,CA,Los Angeles,33.833199,-118.032307,No Injury,0,1,3,Rain,Gravel
FARS_2023_000019,2023,10,26,22,38,CA,Los Angeles,33.728651,-117.94149,Serious Injury,4,3,1,Fog,Dry
FARS_2023_000020,2023,4,21,16,8,CA,Los Angeles,33.740711,-117.977195,Serious Injury,0,10,3,Snow,Gravel
FARS_2023_000021,2023,9,10,14,38,CA,Los Angeles,33.908666,-118.040573,Other Injury,0,9,3,Clear,Dry
FARS_2023_000022,2023,9,3,21,36,CA,Los Angeles,34.076819,-118.108043,Serious Injury,0,6,3,Fog,Dry
FARS_2023_000023,2023,1,27,15,24,CA,Los Angeles,33.87792,-118.423414,Other Injury,0,8,1,Snow,Wet
FARS_2023_000024,2023,2,20,13,14,CA,Los Angeles,33.760796,-118.115248,Fatal,0,6,3,Snow,Gravel
FARS_2023_000025,2023,6,24,14,50,CA,Los Angeles,33.938005,-117.914916,No Injury,0,1,3,Fog,Gravel
FARS_2023_000026,2023,7,10,16,45,CA,Los Angeles,33.814835,-118.333798,Serious Injury,0,10,3,Fog,Dry
FARS_2023_000027,2023,11,15,13,31,CA,Los Angeles,33.713937,-118.303548,No Injury,0,0,2,Rain,Wet
FARS_2023_000028,2023,6,13,5,49,CA,Los Angeles,33.813674,-118.441461,Serious Injury,0,4,3,Wind,Snow/Ice
FARS_2023_000029,2023,2,17,21,14,CA,Los Angeles,33.754696,-118.226036,Serious Injury,0,7,4,Clear,Dry
FARS_2023_000030,2023,11,5,20,40,CA,Los Angeles,33.724343,-118.104695,Serious Injury,0,8,3,Wind,Snow/Ice
FARS_2023_000031,2023,5,13,14,43,CA,Los Angeles,33.97213,-117.935012,Fatal,0,6,1,Fog,Gravel
FARS_2023_000032,2023,8,9,3,33,CA,Los Angeles,33.870451,-117.999658,Fatal,0,2,3,Fog,Gravel
FARS_2023_000033,2023,3,28,12,19,CA,Los Angeles,33.875133,-117.937375,Other Injury,0,7,3,Fog,Snow/Ice
FARS_2023_000034,2023,5,19,13,15,CA,Los Angeles,34.06406,-118.057892,Serious Injury,0,1,4,Clear,Dry
FARS_2023_000035,2023,4,23,9,26,CA,Los Angeles,33.846686,-118.406752,Serious Injury,0,9,2,Wind,Dry
FARS_2023_000036,2023,12,2,13,11,CA,Los Angeles,34.079989,-118.04298,Fatal,0,1,1,Clear,Wet
FARS_2023_000037,2023,12,2,4,4,CA,Los Angeles,33.928168,-118.358791,Serious Injury,3,0,1,Snow,Dry
FARS_2023_000038,2023,6,30,19,59,CA,Los Angeles,33.731026,-118.055222,Fatal,0,7,1,Rain,Snow/Ice
FARS_2023_000039,2023,1,16,17,12,CA,Los Angeles,33.91527,-118.34794,Fatal,0,0,3,Fog,Dry
FARS_2023_000040,2023,1,3,6,16,CA,Los Angeles,33.926392,-118.04767,Serious Injury,0,9,3,Clear,Gravel
FARS_2023_000041,2023,12,15,9,44,CA,Los Angeles,34.018378,-118.415213,No Injury,0,3,2,Snow,Gravel
FARS_2023_000042,2023,4,18,4,10,CA,Los Angeles,33.727169,-118.29441,Fatal,0,0,4,Clear,Gravel
FARS_2023_000043,2023,3,1,14,45,CA,Los Angeles,34.07011,-118.411509,Fatal,0,6,2,Clear,Wet
FARS_2023_000044,2023,12,13,15,0,CA,Los Angeles,34.008607,-118.335965,No Injury,0,8,1,Snow,Snow/Ice
FARS_2023_000045,2023,1,23,9,41,CA,Los Angeles,34.068766,-118.224749,Other Injury,0,7,4,Wind,Snow/Ice
FARS_2023_000046,2023,6,7,17,29,CA,Los Angeles,34.057453,-117.976351,Serious Injury,0,5,1,Clear,Wet
FARS_2023_000047,2023,12,11,17,11,CA,Los Angeles,33.907463,-118.221803,Fatal,0,0,1,Snow,Gravel
FARS_2023_000048,2023,7,8,9,33,CA,Los Angeles,33.809803,-117.967668,Other Injury,1,1,2,Snow,Dry
FARS_2023_000049,2023,8,29,6,0,CA,Los Angeles,33.784952,-117.966687,Other Injury,0,4,4,Wind,Snow/Ice
FARS_2023_000050,2023,5,16,17,15,CA,Los Angeles,33.720305,-118.400187,No Injury,0,7,2,Rain,Dry
FARS_2023_000051,2023,3,16,7,24,CA,Los Angeles,34.061966,-117.960361,No Injury,0,6,1,Snow,Wet
FARS_2023_000052,2023,7,13,8,59,CA,Los Angeles,33.715565,-117.903619,No Injury,0,8,1,Snow,Wet
FARS_2023_000053,2023,12,15,0,26,CA,Los Angeles,33.823013,-118.140188,Fatal,0,5,1,Snow,Gravel
FARS_2023_000054,2023,6,13,21,50,CA,Los Angeles,33.708144,-117.909336,Fatal,0,8,2,Wind,Gravel
FARS_2023_000055,2023,2,11,13,14,CA,Los Angeles,33.920732,-118.399396,Serious Injury,0,5,2,Clear,Wet
FARS_2023_000056,2023,3,22,20,0,CA,Los Angeles,33.889353,-118.400185,Fatal,0,1,1,Rain,Wet
FARS_2023_000057,2023,12,10,13,32,CA,Los Angeles,33.772062,-118.393462,Serious Injury,0,8,3,Wind,Dry
FARS_2023_000058,2023,3,31,8,45,CA,Los Angeles,33.768403,-118.446588,Fatal,0,6,1,Clear,Wet
FARS_2023_000059,2023,6,5,11,3,CA,Los Angeles,33.746791,-118.140881,Serious Injury,0,6,1,Snow,Dry
FARS_2023_000060,2023,2,24,17,46,CA,Los Angeles,33.924667,-118.248885,No Injury,5,9,2,Rain,Snow/Ice
FARS_2023_000061,2023,9,6,15,57,CA,Los Angeles,33.707455,-118.499521,Fatal,0,3,4,Snow,Wet
FARS_2023_000062,2023,2,4,7,49,CA,Los Angeles,33.786786,-118.481488,No Injury,0,7,4,Clear,Wet
FARS_2023_000063,2023,2,16,17,47,CA,Los Angeles,34.018865,-118.263445,No Injury,0,4,3,Snow,Dry
FARS_2023_000064,2023,4,11,2,14,CA,Los Angeles,33.93904,-118.217918,Serious Injury,0,2,3,Clear,Gravel
FARS_2023_000065,2023,11,16,10,36,CA,Los Angeles,33.852128,-118.134737,Other Injury,0,5,2,Fog,Snow/Ice
FARS_2023_000066,2023,7,27,21,40,CA,Los Angeles,33.989693,-118.017065,Other Injury,0,9,1,Rain,Wet
FARS_2023_000067,2023,2,19,16,45,CA,Los Angeles,33.790898,-118.323759,Other Injury,0,4,3,Clear,Snow/Ice
FARS_2023_000068,2023,12,29,21,43,CA,Los Angeles,33.996409,-117.90322,Other Injury,0,6,4,Wind,Wet
FARS_2023_000069,2023,4,18,21,28,CA,Los Angeles,34.093365,-118.327012,Other Injury,0,8,3,Clear,Dry
FARS_2023_000070,2023,2,24,13,55,CA,Los Angeles,34.089105,-117.930275,Other Injury,0,7,3,Clear,Gravel
FARS_2023_000071,2023,12,1,0,32,CA,Los Angeles,33.857066,-118.075188,Serious Injury,0,4,4,Clear,Wet
FARS_2023_000072,2023,5,4,6,7,CA,Los Angeles,33.991169,-118.239485,Fatal,0,3,3,Fog,Wet
FARS_2023_000073,2023,7,24,1,20,CA,Los Angeles,33.930678,-118.498342,Other Injury,0,0,3,Clear,Gravel
FARS_2023_000074,2023,9,23,13,6,CA,Los Angeles,34.01454,-117.938027,No Injury,0,0,3,Clear,Dry
FARS_2023_000075,2023,3,7,3,14,CA,Los Angeles,33.797514,-118.455721,Other Injury,0,7,1,Rain,Gravel
FARS_2023_000076,2023,9,17,0,13,CA,Los Angeles,34.037837,-118.426435,Serious Injury,0,6,3,Rain,Gravel
FARS_2023_000077,2023,10,16,2,27,CA,Los Angeles,33.761847,-118.198105,No Injury,0,2,4,Fog,Wet
FARS_2023_000078,2023,2,6,13,34,CA,Los Angeles,33.795334,-118.241133,Fatal,0,9,1,Snow,Gravel
FARS_2023_000079,2023,5,17,3,0,CA,Los Angeles,34.052915,-118.411282,Other Injury,0,5,3,Snow,Dry
